priority,id,filename,title,year,source,doi,bucket,ieee_link,doi_link,scholar_link,done_Y_N,notes
71,REC_1171,REC_1171.pdf,"LiDAR-Based Multi-Modal UAV Navigation Dataset for Robust Benchmarking in Complex-Structured, GNSS-Denied Industrial Environments",2026,Scopus,10.3390/drones10080611,recent,https://www.scopus.com/pages/publications/105048346246?origin=resultslist,https://doi.org/10.3390/drones10080611,https://scholar.google.com/scholar?q=LiDAR-Based+Multi-Modal+UAV+Navigation+Dataset+for+Robust+Benchmarking+in+Complex-Structured%2C+GNSS-Denied+Industrial+Environments,,
72,REC_1175,REC_1175.pdf,Deep Learning for Autonomous UAV Navigation: Multi-Modal Visual-Inertial Pose Estimation in GPS-Denied Environments,2026,Scopus,10.5194/isprs-annals-X-4-W8-2025-389-2026,recent,https://www.scopus.com/pages/publications/105041256239?origin=resultslist,https://doi.org/10.5194/isprs-annals-X-4-W8-2025-389-2026,https://scholar.google.com/scholar?q=Deep+Learning+for+Autonomous+UAV+Navigation%3A+Multi-Modal+Visual-Inertial+Pose+Estimation+in+GPS-Denied+Environments,,
73,REC_1185,REC_1185.pdf,UAV swarm distributed cooperative localization in GNSS-denied environments: an ICMC and ACPM Fusion approach,2026,Scopus,10.1016/j.adhoc.2026.104363,recent,https://www.scopus.com/pages/publications/105046510686?origin=resultslist,https://doi.org/10.1016/j.adhoc.2026.104363,https://scholar.google.com/scholar?q=UAV+swarm+distributed+cooperative+localization+in+GNSS-denied+environments%3A+an+ICMC+and+ACPM+Fusion+approach,,
74,REC_1208,REC_1208.pdf,Energy-Aware Adaptive Communication Topology with Edge-AI Navigation for UAV Swarms in GNSS-Denied Environments,2026,Scopus,10.3390/drones10040273,recent,https://www.scopus.com/pages/publications/105037061945?origin=resultslist,https://doi.org/10.3390/drones10040273,https://scholar.google.com/scholar?q=Energy-Aware+Adaptive+Communication+Topology+with+Edge-AI+Navigation+for+UAV+Swarms+in+GNSS-Denied+Environments,,
75,REC_1216,REC_1216.pdf,A Two-Stage Residual Extended Kalman Filter using Extreme Gradient Boosting and Kolmogorov–Arnold Networks for terrain-aided Unmanned Aerial Vehicle Localization in Global Navigation Satellite System-denied environments,2026,Scopus,10.1016/j.engappai.2026.114430,recent,https://www.scopus.com/pages/publications/105032198406?origin=resultslist,https://doi.org/10.1016/j.engappai.2026.114430,https://scholar.google.com/scholar?q=A+Two-Stage+Residual+Extended+Kalman+Filter+using+Extreme+Gradient+Boosting+and+Kolmogorov%E2%80%93Arnold+Networks+for+terrain-aided+Unmanned+Aerial+Vehicle+Localization+in+Global+Navigation+Satellite+System-denied+environments,,
76,REC_1223,REC_1223.pdf,"uVGS-2: The Micro Video Guidance Sensor: A 6-DoF Robust Pose Estimator for Autonomous Proximity Maneuvers in Drones, Spacecraft and Mobile Robot Navigation",2026,Scopus,10.3390/drones10070535,recent,https://www.scopus.com/pages/publications/105045826677?origin=resultslist,https://doi.org/10.3390/drones10070535,https://scholar.google.com/scholar?q=uVGS-2%3A+The+Micro+Video+Guidance+Sensor%3A+A+6-DoF+Robust+Pose+Estimator+for+Autonomous+Proximity+Maneuvers+in+Drones%2C+Spacecraft+and+Mobile+Robot+Navigation,,
77,REC_1235,REC_1235.pdf,Autonomous Positioning System for UAV Scene Matching Under GNSS-Denied Environments,2026,Scopus,10.3233/ATDE260245,recent,https://www.scopus.com/pages/publications/105035213853?origin=resultslist,https://doi.org/10.3233/ATDE260245,https://scholar.google.com/scholar?q=Autonomous+Positioning+System+for+UAV+Scene+Matching+Under+GNSS-Denied+Environments,,
78,REC_1243,REC_1243.pdf,Adaptive Formation Control of UAVs near Structures for Robust Localization and Efficient Task Execution,2026,Scopus,10.20965/jrm.2026.p0907,recent,https://www.scopus.com/pages/publications/105047093356?origin=resultslist,https://doi.org/10.20965/jrm.2026.p0907,https://scholar.google.com/scholar?q=Adaptive+Formation+Control+of+UAVs+near+Structures+for+Robust+Localization+and+Efficient+Task+Execution,,
79,REC_1248,REC_1248.pdf,Gradient perception approach: Mapless INS/geomagnetic combined navigation in GPS-denied environments,2026,Scopus,10.1016/j.measurement.2026.122761,recent,https://www.scopus.com/pages/publications/105046904160?origin=resultslist,https://doi.org/10.1016/j.measurement.2026.122761,https://scholar.google.com/scholar?q=Gradient+perception+approach%3A+Mapless+INS%2Fgeomagnetic+combined+navigation+in+GPS-denied+environments,,
80,REC_1252,REC_1252.pdf,Artificial Intelligence-Based Decision Support System for UAV Control in a Simulated Environment,2026,Scopus,10.3390/s26082436,recent,https://www.scopus.com/pages/publications/105037069864?origin=resultslist,https://doi.org/10.3390/s26082436,https://scholar.google.com/scholar?q=Artificial+Intelligence-Based+Decision+Support+System+for+UAV+Control+in+a+Simulated+Environment,,
81,REC_1253,REC_1253.pdf,Real-Time Autonomous UAV Navigation with SLAM-Based Mapping and Direction-Oriented Exploration in Forest-like GNSS-Denied Scenarios,2026,Scopus,10.3390/drones10060399,recent,https://www.scopus.com/pages/publications/105042835268?origin=resultslist,https://doi.org/10.3390/drones10060399,https://scholar.google.com/scholar?q=Real-Time+Autonomous+UAV+Navigation+with+SLAM-Based+Mapping+and+Direction-Oriented+Exploration+in+Forest-like+GNSS-Denied+Scenarios,,
82,REC_1274,REC_1274.pdf,Integrated Air–Ground Robotic System for Autonomous Post-Blast Operations in GNSS-Denied Tunnels,2026,Scopus,10.3390/rs18081133,recent,https://www.scopus.com/pages/publications/105037021457?origin=resultslist,https://doi.org/10.3390/rs18081133,https://scholar.google.com/scholar?q=Integrated+Air%E2%80%93Ground+Robotic+System+for+Autonomous+Post-Blast+Operations+in+GNSS-Denied+Tunnels,,
83,REC_1277,REC_1277.pdf,A Physics-Guided Aeromagnetic Interference Compensation Method for Geomagnetic Sensing in GNSS-Denied UAV Swarm Systems,2026,Scopus,10.3390/drones10040252,recent,https://www.scopus.com/pages/publications/105036880261?origin=resultslist,https://doi.org/10.3390/drones10040252,https://scholar.google.com/scholar?q=A+Physics-Guided+Aeromagnetic+Interference+Compensation+Method+for+Geomagnetic+Sensing+in+GNSS-Denied+UAV+Swarm+Systems,,
84,REC_1281,REC_1281.pdf,Learning to Navigate and Track: A Decentralized RL Framework for UAV Operations in GNSS-Denied Terrain,2026,Scopus,10.1007/978-3-032-11402-0_23,recent,https://www.scopus.com/pages/publications/105023511047?origin=resultslist,https://doi.org/10.1007/978-3-032-11402-0_23,https://scholar.google.com/scholar?q=Learning+to+Navigate+and+Track%3A+A+Decentralized+RL+Framework+for+UAV+Operations+in+GNSS-Denied+Terrain,,
85,REC_1295,REC_1295.pdf,Digital Twin Approach for Drift-Free UAV Localization in GPS-Denied Environments,2026,Scopus,10.1061/JCCEE5.CPENG-7010,recent,https://www.scopus.com/pages/publications/105017550961?origin=resultslist,https://doi.org/10.1061/JCCEE5.CPENG-7010,https://scholar.google.com/scholar?q=Digital+Twin+Approach+for+Drift-Free+UAV+Localization+in+GPS-Denied+Environments,,
86,REC_1302,REC_1302.pdf,Federated Energy-Aware Deep Reinforcement Learning for GNSS-Independent Swarm UAV Autonomy †,2026,Scopus,10.3390/electronics15143064,recent,https://www.scopus.com/pages/publications/105045981017?origin=resultslist,https://doi.org/10.3390/electronics15143064,https://scholar.google.com/scholar?q=Federated+Energy-Aware+Deep+Reinforcement+Learning+for+GNSS-Independent+Swarm+UAV+Autonomy+%E2%80%A0,,
87,REC_1304,REC_1304.pdf,Formation-Constrained Cooperative Localization for UAV Swarms in GNSS-Denied Environments,2026,Scopus,10.3390/s26061984,recent,https://www.scopus.com/pages/publications/105033988652?origin=resultslist,https://doi.org/10.3390/s26061984,https://scholar.google.com/scholar?q=Formation-Constrained+Cooperative+Localization+for+UAV+Swarms+in+GNSS-Denied+Environments,,
88,REC_1309,REC_1309.pdf,Vision-Based Unmanned Aerial Vehicle Swarm Cooperation and Online Point-Cloud Registration for Global Localization in Global Navigation Satellite System-Intermittent Environments,2026,Scopus,10.3390/drones10010065,recent,https://www.scopus.com/pages/publications/105028796174?origin=resultslist,https://doi.org/10.3390/drones10010065,https://scholar.google.com/scholar?q=Vision-Based+Unmanned+Aerial+Vehicle+Swarm+Cooperation+and+Online+Point-Cloud+Registration+for+Global+Localization+in+Global+Navigation+Satellite+System-Intermittent+Environments,,
89,REC_1341,REC_1341.pdf,Consensus and Quantum Particle Swarm Optimization-Based Cooperative Navigation Method,2026,Scopus,10.1007/978-981-95-3025-0_38,recent,https://www.scopus.com/pages/publications/105022741116?origin=resultslist,https://doi.org/10.1007/978-981-95-3025-0_38,https://scholar.google.com/scholar?q=Consensus+and+Quantum+Particle+Swarm+Optimization-Based+Cooperative+Navigation+Method,,
90,REC_1365,REC_1365.pdf,Coordination and Planning Algorithms for a UAS Fleet in GPS-Denied Environments,2026,Scopus,10.2514/6.2026-1091,recent,https://www.scopus.com/pages/publications/105031186238?origin=resultslist,https://doi.org/10.2514/6.2026-1091,https://scholar.google.com/scholar?q=Coordination+and+Planning+Algorithms+for+a+UAS+Fleet+in+GPS-Denied+Environments,,
91,REC_1393,REC_1393.pdf,ST-DCL: A Spatio-Temporally Decoupled Cooperative Localization Method for Dynamic Drone Swarms,2026,Scopus,10.3390/drones10010069,recent,https://www.scopus.com/pages/publications/105028743165?origin=resultslist,https://doi.org/10.3390/drones10010069,https://scholar.google.com/scholar?q=ST-DCL%3A+A+Spatio-Temporally+Decoupled+Cooperative+Localization+Method+for+Dynamic+Drone+Swarms,,
92,REC_1399,REC_1399.pdf,Adaptive Texture-Aware Pixel Selection for Robust Direct Visual Odometry in UAV Navigation,2026,Scopus,10.1109/ICUAS69441.2026.11598726,recent,https://www.scopus.com/pages/publications/105045619708?origin=resultslist,https://doi.org/10.1109/ICUAS69441.2026.11598726,https://scholar.google.com/scholar?q=Adaptive+Texture-Aware+Pixel+Selection+for+Robust+Direct+Visual+Odometry+in+UAV+Navigation,,
93,REC_1412,REC_1412.pdf,Collision Avoidance for a Hexacopter Using Deep Learning and IMU in a GPS-Denied Environment,2026,Scopus,10.1007/s12555-026-00052-3,recent,https://www.scopus.com/pages/publications/105033455577?origin=resultslist,https://doi.org/10.1007/s12555-026-00052-3,https://scholar.google.com/scholar?q=Collision+Avoidance+for+a+Hexacopter+Using+Deep+Learning+and+IMU+in+a+GPS-Denied+Environment,,
94,REC_1435,REC_1435.pdf,UAV-Assisted Collaborative Positioning in GNSS-Denied Environments,2026,Scopus,10.5194/isprs-archives-XLIX-B1-2026-41-2026,recent,https://www.scopus.com/pages/publications/105046331613?origin=resultslist,https://doi.org/10.5194/isprs-archives-XLIX-B1-2026-41-2026,https://scholar.google.com/scholar?q=UAV-Assisted+Collaborative+Positioning+in+GNSS-Denied+Environments,,
95,REC_1439,REC_1439.pdf,3D map and mmWave radar-based self-localization for UAVs in GNSS-denied environments,2026,Scopus,10.1016/j.vehcom.2025.100986,recent,https://www.scopus.com/pages/publications/105021670121?origin=resultslist,https://doi.org/10.1016/j.vehcom.2025.100986,https://scholar.google.com/scholar?q=3D+map+and+mmWave+radar-based+self-localization+for+UAVs+in+GNSS-denied+environments,,
96,REC_1452,REC_1452.pdf,Monocular Vision-Based Navigation for UAVs in Dynamic Environments,2026,Scopus,10.2514/6.2026-1960,recent,https://www.scopus.com/pages/publications/105031057080?origin=resultslist,https://doi.org/10.2514/6.2026-1960,https://scholar.google.com/scholar?q=Monocular+Vision-Based+Navigation+for+UAVs+in+Dynamic+Environments,,
97,REC_1453,REC_1453.pdf,A Graph-Optimization-Based tightly coupled Multi-Source positioning method for UAVs in GNSS-Denied environments,2026,Scopus,10.1016/j.measurement.2026.121787,recent,https://www.scopus.com/pages/publications/105039222132?origin=resultslist,https://doi.org/10.1016/j.measurement.2026.121787,https://scholar.google.com/scholar?q=A+Graph-Optimization-Based+tightly+coupled+Multi-Source+positioning+method+for+UAVs+in+GNSS-Denied+environments,,
98,REC_1454,REC_1454.pdf,Adaptive UAV Visual Localisation Based on Improved Gradient-Damping Newton Method,2026,Scopus,10.3390/electronics15101974,recent,https://www.scopus.com/pages/publications/105040052818?origin=resultslist,https://doi.org/10.3390/electronics15101974,https://scholar.google.com/scholar?q=Adaptive+UAV+Visual+Localisation+Based+on+Improved+Gradient-Damping+Newton+Method,,
99,REC_1474,REC_1474.pdf,Robust UAV-Satellite Imagery Alignment via Cross-Domain Descriptor Learning and Homography Optimization,2026,Scopus,10.1109/TGRS.2026.3689254,recent,https://www.scopus.com/pages/publications/105037624810?origin=resultslist,https://doi.org/10.1109/TGRS.2026.3689254,https://scholar.google.com/scholar?q=Robust+UAV-Satellite+Imagery+Alignment+via+Cross-Domain+Descriptor+Learning+and+Homography+Optimization,,
100,REC_1512,REC_1512.pdf,Hierarchical Multi-Agent Navigation Through the 72-h Thermal Drift Cliff,2026,Scopus,10.3390/drones10080561,recent,https://www.scopus.com/pages/publications/105048338625?origin=resultslist,https://doi.org/10.3390/drones10080561,https://scholar.google.com/scholar?q=Hierarchical+Multi-Agent+Navigation+Through+the+72-h+Thermal+Drift+Cliff,,
101,REC_0041,REC_0041.pdf,UAV Navigation With Monocular Visual Inertial Odometry Under GNSS-Denied Environment,2023,IEEE_Xplore,10.1109/TGRS.2023.3323519,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTGRS.2023.3323519,https://doi.org/10.1109/TGRS.2023.3323519,https://scholar.google.com/scholar?q=UAV+Navigation+With+Monocular+Visual+Inertial+Odometry+Under+GNSS-Denied+Environment,Y,
102,REC_0065,REC_0065.pdf,Autonomous Drones in GNSS-Denied Environments: Results from the Leonardo Drone Contest,2023,IEEE_Xplore,10.1109/MetroAeroSpace57412.2023.10190003,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FMetroAeroSpace57412.2023.10190003,https://doi.org/10.1109/MetroAeroSpace57412.2023.10190003,https://scholar.google.com/scholar?q=Autonomous+Drones+in+GNSS-Denied+Environments%3A+Results+from+the+Leonardo+Drone+Contest,Y,
103,REC_0066,REC_0066.pdf,Real Time Vision Based Obstacle Avoidance for UAV using YOLO in GPS Denied Environment,2023,IEEE_Xplore,10.1109/OCIT59427.2023.10431039,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FOCIT59427.2023.10431039,https://doi.org/10.1109/OCIT59427.2023.10431039,https://scholar.google.com/scholar?q=Real+Time+Vision+Based+Obstacle+Avoidance+for+UAV+using+YOLO+in+GPS+Denied+Environment,Y,
104,REC_0123,REC_0123.pdf,Visual-based landing system of a multirotor UAV in GNSS denied environment,2023,IEEE_Xplore,10.1109/MetroAeroSpace57412.2023.10190013,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FMetroAeroSpace57412.2023.10190013,https://doi.org/10.1109/MetroAeroSpace57412.2023.10190013,https://scholar.google.com/scholar?q=Visual-based+landing+system+of+a+multirotor+UAV+in+GNSS+denied+environment,Y,
105,REC_0161,REC_0161.pdf,Sensor Fusion for Autonomous Indoor UAV Navigation in Confined Spaces,2023,IEEE_Xplore,10.1109/ICST59744.2023.10460820,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICST59744.2023.10460820,https://doi.org/10.1109/ICST59744.2023.10460820,https://scholar.google.com/scholar?q=Sensor+Fusion+for+Autonomous+Indoor+UAV+Navigation+in+Confined+Spaces,Y,
106,REC_0215,REC_0215.pdf,GPS-Denied UAV-UGV Relative Positioning System via Vision-UWB Fusion,2023,IEEE_Xplore,10.1109/ICIEA58696.2023.10241577,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICIEA58696.2023.10241577,https://doi.org/10.1109/ICIEA58696.2023.10241577,https://scholar.google.com/scholar?q=GPS-Denied+UAV-UGV+Relative+Positioning+System+via+Vision-UWB+Fusion,Y,
107,REC_0264,REC_0264.pdf,Autonomous UAV Navigation for Target Detection in Visually Degraded and GPS Denied Environments,2023,IEEE_Xplore,10.1109/AERO55745.2023.10115544,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FAERO55745.2023.10115544,https://doi.org/10.1109/AERO55745.2023.10115544,https://scholar.google.com/scholar?q=Autonomous+UAV+Navigation+for+Target+Detection+in+Visually+Degraded+and+GPS+Denied+Environments,Y,
108,REC_0281,REC_0281.pdf,UAV Tracking with Lidar as a Camera Sensor in GNSS-Denied Environments,2023,IEEE_Xplore,10.1109/ICL-GNSS57829.2023.10148919,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICL-GNSS57829.2023.10148919,https://doi.org/10.1109/ICL-GNSS57829.2023.10148919,https://scholar.google.com/scholar?q=UAV+Tracking+with+Lidar+as+a+Camera+Sensor+in+GNSS-Denied+Environments,Y,
109,REC_0305,REC_0305.pdf,A method based on CNN-BiLSTM for UAV navigation error compensation in GNSS denied environment,2023,IEEE_Xplore,10.1109/ICCC59590.2023.10507546,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICCC59590.2023.10507546,https://doi.org/10.1109/ICCC59590.2023.10507546,https://scholar.google.com/scholar?q=A+method+based+on+CNN-BiLSTM+for+UAV+navigation+error+compensation+in+GNSS+denied+environment,Y,
110,REC_0347,REC_0347.pdf,A Novel Three-Stage Robust Adaptive Filtering Algorithm for Visual-Inertial Odometry in GNSS-Denied Environments,2023,IEEE_Xplore,10.1109/JSEN.2023.3289313,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FJSEN.2023.3289313,https://doi.org/10.1109/JSEN.2023.3289313,https://scholar.google.com/scholar?q=A+Novel+Three-Stage+Robust+Adaptive+Filtering+Algorithm+for+Visual-Inertial+Odometry+in+GNSS-Denied+Environments,,
111,REC_0503,REC_0503.pdf,Decimeter-Accuracy Positioning for Drones Using Two-Stage Trilateration in a GPS-Denied Environment,2023,IEEE_Xplore,10.1109/JIOT.2022.3231704,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FJIOT.2022.3231704,https://doi.org/10.1109/JIOT.2022.3231704,https://scholar.google.com/scholar?q=Decimeter-Accuracy+Positioning+for+Drones+Using+Two-Stage+Trilateration+in+a+GPS-Denied+Environment,Y,
112,REC_0622,REC_0622.pdf,Micro-Drone Ego-Velocity and Height Estimation in GPS-Denied Environments Using an FMCW MIMO Radar,2023,IEEE_Xplore,10.1109/JSEN.2022.3229421,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FJSEN.2022.3229421,https://doi.org/10.1109/JSEN.2022.3229421,https://scholar.google.com/scholar?q=Micro-Drone+Ego-Velocity+and+Height+Estimation+in+GPS-Denied+Environments+Using+an+FMCW+MIMO+Radar,Y,
113,REC_0639,REC_0639.pdf,A Vision-Based Approach to Autonomous Landing of an eVTOL Aircraft in GPS-Denied Environments,2023,IEEE_Xplore,10.1109/DASC58513.2023.10311329,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FDASC58513.2023.10311329,https://doi.org/10.1109/DASC58513.2023.10311329,https://scholar.google.com/scholar?q=A+Vision-Based+Approach+to+Autonomous+Landing+of+an+eVTOL+Aircraft+in+GPS-Denied+Environments,Y,
114,REC_0687,REC_0687.pdf,On the scalability of experimentally determined aerodynamic model for model-based navigation on a delta-wing UAV,2023,IEEE_Xplore,10.1109/MetroAeroSpace57412.2023.10189996,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FMetroAeroSpace57412.2023.10189996,https://doi.org/10.1109/MetroAeroSpace57412.2023.10189996,https://scholar.google.com/scholar?q=On+the+scalability+of+experimentally+determined+aerodynamic+model+for+model-based+navigation+on+a+delta-wing+UAV,Y,
115,REC_0706,REC_0706.pdf,Towards Robust UAV Tracking in GNSS-Denied Environments: A Multi-LiDAR Multi-UAV Dataset,2023,IEEE_Xplore,10.1109/ROBIO58561.2023.10354788,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FROBIO58561.2023.10354788,https://doi.org/10.1109/ROBIO58561.2023.10354788,https://scholar.google.com/scholar?q=Towards+Robust+UAV+Tracking+in+GNSS-Denied+Environments%3A+A+Multi-LiDAR+Multi-UAV+Dataset,Y,
116,REC_0824,REC_0824.pdf,A Homography-Based Visual Servo Control Approach for an Underactuated Unmanned Aerial Vehicle in GPS-Denied Environments,2023,IEEE_Xplore,10.1109/TIV.2022.3163315,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTIV.2022.3163315,https://doi.org/10.1109/TIV.2022.3163315,https://scholar.google.com/scholar?q=A+Homography-Based+Visual+Servo+Control+Approach+for+an+Underactuated+Unmanned+Aerial+Vehicle+in+GPS-Denied+Environments,Y,
117,REC_0866,REC_0866.pdf,Autonomous Aerial Robots for Search and Rescue Missions,2023,IEEE_Xplore,10.1109/UPCON59197.2023.10434325,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FUPCON59197.2023.10434325,https://doi.org/10.1109/UPCON59197.2023.10434325,https://scholar.google.com/scholar?q=Autonomous+Aerial+Robots+for+Search+and+Rescue+Missions,,
118,REC_0961,REC_0961.pdf,Multimodal Image Registration for GPS-denied UAV Navigation Based on Disentangled Representations,2023,IEEE_Xplore,10.1109/ICRA48891.2023.10161567,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICRA48891.2023.10161567,https://doi.org/10.1109/ICRA48891.2023.10161567,https://scholar.google.com/scholar?q=Multimodal+Image+Registration+for+GPS-denied+UAV+Navigation+Based+on+Disentangled+Representations,,
119,REC_0981,REC_0981.pdf,Multi-sensor Data Analysis in Terms of Autonomous Drone Flight without GPS,2023,IEEE_Xplore,10.1109/PIERS59004.2023.10221335,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FPIERS59004.2023.10221335,https://doi.org/10.1109/PIERS59004.2023.10221335,https://scholar.google.com/scholar?q=Multi-sensor+Data+Analysis+in+Terms+of+Autonomous+Drone+Flight+without+GPS,,
120,REC_0995,REC_0995.pdf,Experimentation of Monocular Visual-Aided Inertial Navigation on Fixed-Wing Unmanned Aerial Vehicle †,2023,Scopus,10.3390/ENC2023-15476,mid,https://www.scopus.com/pages/publications/85186546612?origin=resultslist,https://doi.org/10.3390/ENC2023-15476,https://scholar.google.com/scholar?q=Experimentation+of+Monocular+Visual-Aided+Inertial+Navigation+on+Fixed-Wing+Unmanned+Aerial+Vehicle+%E2%80%A0,,
121,REC_0997,REC_0997.pdf,Autonomous Flight for Multi-UAV in GPS-Denied Environment,2023,Scopus,10.1007/978-981-19-3998-3_85,mid,https://www.scopus.com/pages/publications/85135773632?origin=resultslist,https://doi.org/10.1007/978-981-19-3998-3_85,https://scholar.google.com/scholar?q=Autonomous+Flight+for+Multi-UAV+in+GPS-Denied+Environment,,
122,REC_1017,REC_1017.pdf,A Real-Time Simulator for Navigation in GNSS-Denied Environments of UAV Swarms,2023,Scopus,10.3390/app132011278,mid,https://www.scopus.com/pages/publications/85192387655?origin=resultslist,https://doi.org/10.3390/app132011278,https://scholar.google.com/scholar?q=A+Real-Time+Simulator+for+Navigation+in+GNSS-Denied+Environments+of+UAV+Swarms,,
123,REC_1067,REC_1067.pdf,GPS-denied navigation using location estimation and texel image correction,2023,Scopus,10.1117/12.2664119,mid,https://www.scopus.com/pages/publications/85170645151?origin=resultslist,https://doi.org/10.1117/12.2664119,https://scholar.google.com/scholar?q=GPS-denied+navigation+using+location+estimation+and+texel+image+correction,,
124,REC_1085,REC_1085.pdf,GNSS-Denied Semi-Direct Visual Navigation for Autonomous UAVs Aided by PI-Inspired Inertial Priors,2023,Scopus,10.3390/aerospace10030220,mid,https://www.scopus.com/pages/publications/85151545059?origin=resultslist,https://doi.org/10.3390/aerospace10030220,https://scholar.google.com/scholar?q=GNSS-Denied+Semi-Direct+Visual+Navigation+for+Autonomous+UAVs+Aided+by+PI-Inspired+Inertial+Priors,,
125,REC_1118,REC_1118.pdf,GNSS-denied UAV indoor navigation with UWB incorporated visual inertial odometry,2023,Scopus,10.1016/j.measurement.2022.112256,mid,https://www.scopus.com/pages/publications/85145561846?origin=resultslist,https://doi.org/10.1016/j.measurement.2022.112256,https://scholar.google.com/scholar?q=GNSS-denied+UAV+indoor+navigation+with+UWB+incorporated+visual+inertial+odometry,,
126,REC_1135,REC_1135.pdf,UAV Localization in Low-Altitude GNSS-Denied Environments Based on POI and Store Signage Text Matching in UAV Images,2023,Scopus,10.3390/drones7070451,mid,https://www.scopus.com/pages/publications/85166313972?origin=resultslist,https://doi.org/10.3390/drones7070451,https://scholar.google.com/scholar?q=UAV+Localization+in+Low-Altitude+GNSS-Denied+Environments+Based+on+POI+and+Store+Signage+Text+Matching+in+UAV+Images,,
127,REC_1140,REC_1140.pdf,UAV navigation in large-scale GPS-denied bridge environments using fiducial marker-corrected stereo visual-inertial localisation,2023,Scopus,10.1016/j.autcon.2023.105139,mid,https://www.scopus.com/pages/publications/85174707894?origin=resultslist,https://doi.org/10.1016/j.autcon.2023.105139,https://scholar.google.com/scholar?q=UAV+navigation+in+large-scale+GPS-denied+bridge+environments+using+fiducial+marker-corrected+stereo+visual-inertial+localisation,,
128,REC_1147,REC_1147.pdf,LiDAR-Based High-Precision Mapping and GNSS-Denied Localiztion for UAV,2023,Scopus,10.1007/978-981-99-0479-2_275,mid,https://www.scopus.com/pages/publications/85151056241?origin=resultslist,https://doi.org/10.1007/978-981-99-0479-2_275,https://scholar.google.com/scholar?q=LiDAR-Based+High-Precision+Mapping+and%C2%A0GNSS-Denied+Localiztion+for%C2%A0UAV,,
129,REC_1155,REC_1155.pdf,Relative Navigation of UAV Swarm in a GPS Denied Environment1,2023,Scopus,10.1117/12.2664917,mid,https://www.scopus.com/pages/publications/85171150356?origin=resultslist,https://doi.org/10.1117/12.2664917,https://scholar.google.com/scholar?q=Relative+Navigation+of+UAV+Swarm+in+a+GPS+Denied+Environment1,,
130,REC_1188,REC_1188.pdf,GPS-Denied State Estimation for Blue/NDAA Unmanned Multi-Rotor Vehicles,2023,Scopus,10.2514/6.2023-2666,mid,https://www.scopus.com/pages/publications/85165979903?origin=resultslist,https://doi.org/10.2514/6.2023-2666,https://scholar.google.com/scholar?q=GPS-Denied+State+Estimation+for+Blue%2FNDAA+Unmanned+Multi-Rotor+Vehicles,,
131,REC_1189,REC_1189.pdf,"Leonardo Drone Contest Autonomous Drone Competition: Overview, Results, and Lessons Learned from Politecnico di Milano Team",2023,Scopus,10.1007/s10846-023-01855-w,mid,https://www.scopus.com/pages/publications/85161828006?origin=resultslist,https://doi.org/10.1007/s10846-023-01855-w,https://scholar.google.com/scholar?q=Leonardo+Drone+Contest+Autonomous+Drone+Competition%3A+Overview%2C+Results%2C+and+Lessons+Learned+from+Politecnico+di+Milano+Team,,
132,REC_1191,REC_1191.pdf,Computationally Light Spectrally Normalized Memory Neuron Network based Estimator for GPS-denied operation of Micro-UAV,2023,Scopus,10.1109/CoDIT58514.2023.10284327,mid,https://www.scopus.com/pages/publications/85177476562?origin=resultslist,https://doi.org/10.1109/CoDIT58514.2023.10284327,https://scholar.google.com/scholar?q=Computationally+Light+Spectrally+Normalized+Memory+Neuron+Network+based+Estimator+for+GPS-denied+operation+of+Micro-UAV,,
133,REC_1194,REC_1194.pdf,A Unmanned Aerial Vehicle (UAV)/Unmanned Ground Vehicle (UGV) Dynamic Autonomous Docking Scheme in GPS-Denied Environments,2023,Scopus,10.3390/drones7100613,mid,https://www.scopus.com/pages/publications/85175459750?origin=resultslist,https://doi.org/10.3390/drones7100613,https://scholar.google.com/scholar?q=A+Unmanned+Aerial+Vehicle+%28UAV%29%2FUnmanned+Ground+Vehicle+%28UGV%29+Dynamic+Autonomous+Docking+Scheme+in+GPS-Denied+Environments,,
